result,評価項目,評価表現,評判情報
"",問題,はありませんが,殆ど問題はありませんが唯一、広角端以外で下を向けているとレンズの重さでかってに伸びてしまっていること。
"",問題,はない,操作性はほぼ問題なしバッテリー…バッテリーの持ちは良い(普段のちょい撮りなら1週間ぐらい持つ)携帯性…レンズがやや飛び出ているのが気になるが持ち運びにはほぼ問題はない。
"",問題,はない,マニュアル撮影機能などがあり、ほぼ問題はない
"",問題,はないと,問題はないと思いますが、予備のバッテリーは購入予定です。
"",問題,は感じません,仕上がり云々は好みの画質にカスタマイズし、いろいろと設定できますので多機と同様に問題は感じません。
"",問題,もなく,いまのところ大きな問題もなく快適に使用できています。
"",問題,はないと,滅多に暗い所では撮影しないので問題はないと思います。
"",問題,はありますが,メディアがまだ高価という問題はありますが、これまでテープを無駄にしてきた(10分も撮っていないのにそのままとか、上書きしてしまったりとか...)ことを考えると、使い勝手優先でDVDカムを選びました。
"",問題,になる,AFやシャッターのレスポンスは良くて書き込みもそこそこ早く問題になることは無い、
"",問題,もありません,AF精度をどうこう言うレンズでも無いと思いますが、なんら不満も問題もありません。
"",問題,はないと,使用期間が短いので信頼性は無評価としましたが、特に問題はないと思います。
"",問題,もありません,画素数500万画素は、現在の機種と比較すると数字の上では劣りますが、A3くらいまでなら、何の問題もありません。
"",問題,はありません,写りは、特に問題はありません。
"",問題,はない,一番期待していた連写能力ですが、連写能力そのものには問題はないものの、連写中はまるで固まったようにフリーズしてしまいます。
"",問題,もなく,防水性も螳檎挑で、衝撃性もコンクリートの上に落としても何の問題もなく動きました。
"",問題,もありません,finepixA210で2年近く使用していますが、何の問題もありません。
"",問題,はありませんが,殆ど問題はありませんが唯一、広角端以外で下を向けているとレンズの重さでかってに伸びてしまっていること。
"",問題,はない,D70で使用しているが、バランス的にも問題はない。
"",問題,もなく,二台目は、特に問題もなく使用しています。
"",問題,がありません,私も妻も素人なため、ほとんどオートで写していますが、ほとんど問題がありません。
"",問題,もありません,オートフォーカスで使えるレンズに制約があるようですが、昔のマニュアルフォーカスの一眼レフを当たり前に使っていた者には、何の問題もありません。
"",問題,がある,クレイドルがない、電池の蓋が開けにくいなど、問題がいくつかあるものの、そつなくまとめていると思います。
"",問題,と思います,・背面のボタン類や10ピンターミナル周辺のデザインは、D200のほうが好みですが、慣れの問題と思います．
"",問題,はありません,ただ実際使用する上ではまったく問題はありません。
"",問題,もなく,操作性は特に問題もなくスムーズです。
"",問題,もありません,操作性については、ズームリングが今まで私が使っていたレンズと逆なので、少し難しかったですが慣れればなんの問題もありません。
"",問題,もありません,操作性何の問題もありません。
"",問題,があり,銀塩では、F100で、デジカメは30Dでしたが、レンズ修理後の対応に問題があり、ニコンに戻りました。
"",問題,がある,画質は、これもまた好みの問題があるものの、Canonと比べて高感度でのノイズ処理がまだ若干負けていることや、白トビがやや唐突に現れる傾向を感じているため、「4」にしました。
"",問題,はありません,いずれにしても操作性は私にとって慣れたNikonなので問題は全くありません。
"",問題,になる,円形絞りではないが、ボケを出したいときは、開放側でとることが多いので、それほど問題になることは多くない。
"",問題,になる,超音波モーターを使っていないので人によっては音はうるさいかも知れないし、ピントリングがくるくる回るのも最近カメラを始めた人には奇妙に感じるかも知れないが、実用的に問題になることはない。
"",問題,はないと,レンズ周辺部で少しひずみが感じられますが、普通に使っているには問題はないと思います。
"",問題,があります,拡張性はレンズの種類が選べないという問題があります。
"",問題,がある,このレンズをけなすのはウデに問題があることでしょう。
"",問題,は感じます,電池の持ちの悪さ以外は別段問題は無く感じます。
"",問題,があります,私がこのカメラで上手く撮れなかったときは、大抵自分の技術に問題があります。
"",問題,もありますが,そんなこんなで、問題もありますが、楽しめるカメラには間違いないと思います。
"",問題,はありますが,光量が少ない=天井の高いところでのバウンスの時の心配という問題はありますが、アマチュアが2LかA4のプリントをするくらいのスナップ・記念撮影用途であれば、デジカメ側の感度を上げて対処というのもありますし。
"",問題,もなく,これまでのニコンの安価版のストロボと言えばかなり最高機種と比べてかなり簡易的なモノが多かったのですが、このストロボはバウンスも自在にできるし、ガイドナンバーも800に比べて少し小さいくらいで何の問題もなく使えます。
"",問題,はあります,問題は一つあります。
"",問題,のある,DXレンズなどのAPSデジタル一眼レフ専用レンズより、フィルム用にも使えるように作られている為口径が大きく、余裕があるため、D50使用時には周辺で特に問題のある写りはしない。
"",問題,はありません,フルサイズで使うにせよ、少し絞ればほぼ問題はありません。
"",問題,はないと,その他は初代AF-S搭載機種であり、M/Aスイッチも装備され、操作の感触もよく、何も問題はないと思います。
"",問題,はありません,念のためクロ−ズアップレンズを携帯していますが、忘れてもまず問題はありません。
"",問題,はありません,D200で使っている18〜200mmのVRズームを付けると、レンズにボディが付いているような感じですが、左手をレンズの下に置くようなかたちで操作すると問題はありません。
"",問題,はありません,バッテリーの持ちが多少悪いように感じますが、私の普段の撮影枚数では予備バッテリーを2個持っていれば全く問題はありません。
"",問題,のある,ファインダーについては、余り評判のいい話も聞かなかったですが、特に問題のあるレベルではなく、ピントの山もつかめますしいいと思います。
"",問題,はないと,たまに明るすぎることもありますが、露出を控えめにしておけば問題はないと思います。
"",問題,はない,D200／F100からステップアップした為、ボディ単体での携帯性については、なんら問題はない。
"",問題,は感じません,5年ぶりの買い替えですが、普段の使用では何も問題は感じません。
"",問題,はないです,液晶で等倍鑑賞とか超大サイズにプリントアウトとかの用途では厳しいかもしれませんが、私の場合は、液晶フィット表示か大きくてもA4出力なのでこの画質でも問題はないです。
"",問題,はありません,800万画素あれば十分なほどの解像度と大きさですから問題はありません。
"",問題,があると,個人的に問題があるとすれば、フラッシュの位置と方式でしょうか。
"",問題,はありませんが,(私の使い方では今のままでも問題はありませんが，速いに越したことは無いです)
"",問題,になる,逆にワイド端開放ではビネッティングは弱く、F4.0ではまったく問題になることはないレベルです。
"",問題,になる,ワイド端では開放でもよほどの場合でないと周辺光量が問題になることはないでしょう。
"",問題,は感じません,AFはDA18-55やDA16-45と比べると、少しゆっくりですが、精度を含め問題は感じません。
"",問題,はありません,マグネシウム合金ボディでなくともC社の安っぽいマグネシウム合金ボディより上品な質感がありますので私にはまったく問題はありません。
"",問題,はありません,ホールド感グリップも大きく、カメラホールドには問題はありません。
"",問題,は感じません,ボタンなどは多少ペコペコしますが、防塵・防水機能の上ならなんら問題は感じません。
"",問題,は感じません,操作系は多種のカメラを使うことに慣れているので、なんら問題は感じません。
"",問題,はないです,照度を落とすなどして自分好みにすれば問題はないです。
"",問題,はないと,3．操作性持ち心地の良さと相まって、どのボタン、ダイヤルも使い勝手は良いので、特に問題はないと思います。
"",問題,があります,重量は345gと結構ありますが、大口径高性能レンズの割に比較的コンパクトといえますが、フード組込のためか、キャップに厚さがあり、使用中の格納場所に問題があります。
"",問題,はないと,意識して太陽光が画に入らないようにしていると問題はないと思います。
"",問題,になる,ビネッティングに関しては通常の場面では開放でも問題になるほどではなく、F4.0では全く問題にならないレベルです。
"",問題,はない,そして品質的には問題はない。
"",問題,がある,最初から問題があるものを、どのレベルに修理すのでしょうか?
"",問題,はありますが,望遠側の開放絞りの大きさ、全体に暗い描写などの問題はありますが、レンズキットとボディ単体の実売価格差では、1万円弱で入手できるレンズです。
"",問題,になる,(過信にご注意)『携帯性』確かにお世辞にも軽いとは言えませんが、問題になるレベルでは無いと思います。
"",問題,は感じません,AFは、*istDSでもK10Dでもスパスパ決まり、精度を含め問題は感じません。
"",問題,もありません,」「『メイド・イン・ジャパン』でない製品はダメ」みたいな書き込みがありますが、私のF1.8IIは「メイド・イン・マレーシア」で7千円ですが、なーんの問題もありません。
"",問題,はありません,大きく重い点以外は、特に問題はありません。
"",問題,はないです,"その手の問題はみなさんが言うように""足で稼ぐ""しかないです。"
"",問題,はありますが,細かな問題はありますが、値段を考えれば最高の満足度です。
"",問題,もありません,ボタンも押しやすいし、何の問題もありません。
"",問題,はありません,今となっては液晶画面が少し小さい気もしますが、拡大機能もあるので特に問題はありません。
"",問題,になる,もともと接写をシームレスに使える事が売りのXシリーズは某縁側でも接写できるので撮影倍率が高く、広角マクロだと問題になる被写体のパースも望遠側利用により影響を減らせるし、焦点距離が長くなるから背景も省略しやすく綺麗なマクロが撮れるんですが・・・
"",問題,は感じません,近距離撮影の時に、AFでは若干の注意が必要だと感じますが、しっかり合わすことを意識していれば特に問題は感じません。
"",問題,はないです,確かに開放値でのピント精度はいまいちのようですが、85mmF1.2L竇。も似たようなものですし、私は構図を考慮した場合、オートフォーカスの側拠点がなかなか合わない事から、ほとんどマニュアルでピントを合わしてしるので問題はないです。
"",問題,はなく,バウンズは天井までの高さや、壁の色が影響しますが特に問題はなく使用しています。
"",問題,はありません,互換バッテリーがなく、価格も高いので予備バッテリーはなかなか買えませんが…携帯性は、1Dmk2に比べれば軽量化されており、問題はありません。
"",問題,はないと,機能に関しては特に問題はないと思いますが、ライブビューAFができると良かったでしょうね。
"",問題,もありません,しかし、FUJIのF30との比較がクチコミを賑わしているようですが実用的には何の問題もありません。
"",問題,はないと,バッテリーのもちは悪いとよく言われますが、日常的な使用では心配するほどの問題はないと思います。
"",問題,はありません,ただ、それもEW-83DIIを加工して装着すれば携帯性にも問題はありません。
"",問題,は感じません,操作性に関して、特に問題は感じません。
"",問題,になる,ISやUSMがなくてもこの焦点距離であれば問題になることは少ないですし。
"",問題,はありません,4．使い勝手など操作性は良くオートフォーカスも早くフードも付属しており、この点では全く問題はありません。
"",問題,は感じません,グリップなしでも問題は感じません。
"",問題,は感じません,AFが最速とは思えないので、あえて4評価ですが、特に問題は感じません。
"",問題,はありません,借り物5Dで使うと特に広角側は厳しい物がありましたが、20Dで使う分には問題はありません。
"",問題,があり,タムロンの17-50よりちょっとお高いですが、以前タムのレンズでピント精度に問題があり、2度交換してもらって2度とも満足いかなかったので品質の問題として返品させてもらった経緯がありました。
"",問題,はない,マウント部はステンレス製の芯に高精度のエンジニアプラスチックをモールドしたのものらしいが普通に使う分にはなんら問題はない。
"",問題,になる,少し変わった状況での撮影(かんかん照りの元で木陰に向かって撮影する、暗めの状況でのスナップ、など)には向きませんが、一般的な使用で、本機で問題になることはないと思います。
"",問題,がある,節電機能に問題がある気がします。
"",問題,がありません,あと、ファインダーを覗くと左下にレンズが入ってしまいますが、私はデジカメではファインダーを覗くことはしないのでこちらは全く問題がありません。
"",問題,はありません,(バッテリーグリップ使用)野鳥などスポーツなどの撮影では問題はありません。
"",問題,もあり,(普通)画質に関しては、私の腕の問題もあり大した事は言えませんが、十分に満足できるレベルに有ります。
"",問題,はないと,普通に使っている分にはそれほど問題はないと思います。
"",問題,はないと,今となっては2段分の補正とあまり目立たないですが、ふつうに使う分には問題はないと思います。
"",問題,もありますが,画質など好みの問題もありますが、けっこう使えるなと感じています。
"",問題,はありません,携帯性、操作性は基本的に問題はありません。
"",問題,はありません,でもシンプルにそのままカメラで撮影するのであれば、特に問題はありません。
"",問題,もなく,静止画撮影ボタンは私でも押しやすい場所にあるので、「持ちにくさ」の問題もなく、ビデオ撮影中でもいつでも気軽に取れるのは本当に便利。
"",問題,もありません,最初は縦型に慣れていなかったので手ぶれ等ありましたが、これはすぐに慣れてしまい、現在は何の問題もありません。
"",問題,はありません,MacでiMovieHDとFinalCutExpressHDを使って編集してますが特に問題はありません。
"",問題,はありません,バッテリーもちはそれほど良くはなく、残量警告はぎりぎりになってから出ますが、替えを常に用意しておく事で問題はありません。
"",問題,もありません,画質とてもシャープで、何の問題もありません。
"",問題,はありませんが,バッテリーは予備を持つなりすれば問題はありませんが、耐寒性には疑問ありました。
"",問題,はありません,ファーストインプレッションでは、グリップがない分ホールド感が弱い気がしましたが、別に問題はありません。
"",問題,もありません,携帯性はデジ一なのでと割り切ったら何の問題もありません。
"",問題,はありません,詳細トレンセンド8G___Class6(\14000ほどで購入)と4G___Class4(促6000で購入)___を使用していますがまったく問題はありません。
"",問題,はありません,○___各設定確認と構図確認用としては、このパネルの大きさでも問題はありません
"",問題,もなく,個人的にはボディ内手ブレ防止機能が合理的だと思うのですが、キヤノンというメーカーのポリシーで、それは無理なお願いなんでしょうね^^;思っていた以上に良いカメラです、心配していたシャッター音の問題もなく今の所気持ちよく撮影をしています。
"",問題,もありません,購入当時はDPPがビスタに完全対応しておらずトリミング機能が使えないなど不都合がありましたが、バージョンアップし現行のVer3.204では何の問題もありません。
"",問題,はありません,中級機のデジタル一眼としてはごく常識的な重さと大きさですので、まったく問題はありません。
"",問題,はない,デザインに関しては問題はない気がします。
"",問題,もなく,きわめて単純ですし、スイッチ類も特に問題もなく使用できます。
"",問題,がありません,・___観賞用としては、もの足りませんが、撮影用としては私の場合は特に問題がありません。
"",問題,もありません,1万円しない値段でこれほど素晴らしい写りをするのなら、価格差を単純に考えて、「F1.2LUSMはこの15倍は素晴らしい写りをしないとドロボーっ!」「『メイド・イン・ジャパン』でない製品はダメ」みたいな書き込みがありますが、私のF1.8IIは「メイド・イン・マレーシア」で7千円ですが、なーんの問題もありません。
"",問題,がありません,バッテリーの持ちが悪いといわれるcanonですが、日常生活で使う分には全く問題がありません。
"",問題,になる,取り扱いについては何も問題になるところはない表現力は開放f値ではとろけるような描写だが、紙のようにシビアで薄いピントが故に使い方しだいでは面白い。
"",問題,は感じません,望遠端での解像度の低さは、確かにあるようですが遠くから人を大きめに撮る分には大きな問題は感じません。
"",問題,はありません,だからと言って持ちづらくもなく問題はありません。
"",問題,はありません,ホールド感はちょっと私の手には大きい(手が回りこまない)ですが問題はありません。
"",問題,はありません,グリップは握りやすく問題はありません。
"",問題,もありません,仕事上(ポジフィルム→jpgデータ)なんら問題もありません。
"",問題,は思います,<個人的感想>高感度画質については非難が多いようですが、成長や旅行の記録程度の目的ならさほど問題は無いように思います。
"",問題,がありません,連写を使えば250枚も問題がありません。
"",問題,はありません,私は基本的にパソコンで編集する予定でしたので問題はありません。
"",問題,はないです,時々蛍光灯でAWBがずれて青白くなる時があるのは×調整すればちゃんと撮影できるので問題はないです。
"",問題,もなく,これ一本を持ち歩くのには何の問題もなく重たくも無く軽くも無くって感じです。
"",問題,はないと,あまり触っていないのでわかりませんが、特に問題はないとおもいます。
"",問題,もありません,まあ、はじめからそこまでしか使うつもりもなかったし、他社の高感度と比較すればずば抜けてノイズが少ないので何の問題もありません。
"",問題,もありません,若干重い感覚はありますが、かえって写真を撮るときにホールド感が良く、今はベルトに通して携帯しているので何の問題もありません。
"",問題,はありませんが,フレーミングにはほぼ問題はありませんが、とてもマニュアル・フォーカスが行えるモノではありません。
"",問題,はありません,バッテリーは充電式の乾電池を使っているので問題はありません。
"",問題,はありません,結構使いやすいビューファインダーなので、問題はありません。
"",問題,は方だと,どちらかと言うと、問題はxDピクチャーカードの容量の方だと思います。
"",問題,はないです,正直私にとっては使いやすいとはいえないですが問題はないです
"",問題,があると,手ブレや被写体ぶれ、画像処理にも若干問題があるような感じですが、個人的にはAFの精度に問題があると思います。
"",問題,があると,もし問題があるとすれば28mm相当の広角ではないので、広い景色を収めることができない点です。
"",問題,はありませんが,特に問題はありませんが、私の持ち方だと、ボディ前面のグリップの恩恵には与れません…。
"",問題,になる,ただし、一般の使い方で問題になることは少ないと思います。
"",問題,もありません,賛否両論のレビューですが自分自身、屋内の撮影に関しては何の問題もありません。
"",問題,になる,L版プリントなら、問題になることはまずありません。
"",問題,はなく,最近、中古をバカ安で見つけて数ヶ月、使っているが多機能性はないものの、300万画素クラスのCAMEDIAX-100と較べてもプリント時の画質に問題はなく、比較的、早い起動と携帯性、そしてニッケル水素電池をバッテリとして使う割には長持ちする点は、良い。
"",問題,はありません,この範囲であれば、まったくバッテリーの持ちに問題はありません。
"",値段,を考えると,発売時期や値段を考えると仕方がないかも知れません。
"",値段,を考えると,悪い点は、他の方もかかれているように、レンズキャップの煩わしさ、再生がボタン式等、いろいろとありますがコンパクトさと値段を考えると我慢できます。
"",値段,を考えると,逆にいうと、それほどAPC-Cサイズの1000万画素は高解像度なんだと思いますが、値段を考えると、かなりのハイコスト・パフォーマンスといえるでしょう。
"",値段,を考えると,一眼も所有していますが、24mmからのレンズの値段を考えると、こちらがお買い得でしょうね。
"",値段,を考えると,以前使用していたキヤノンのIXYと比較してピントを合わせる動作が鈍いが、値段を考えると文句は言えないかも。
"",値段,はよいです,軽さ、画角、値段はよいです。
"",値段,には満足しています,値段には満足しています。
"",値段,もいいです,値段も安く(2万円ちょっと)、携帯性もいいです。
"",値段,を考えれば,しかし最近ニコンD300の液晶画面を見てしまったので少し見劣りしますが値段を考えれば必要充分でしょう。
"",値段,を考えると,3．細かいところに安っぽさがみられる以上ですが、値段を考えると良くできたコンデジと思います。
"",値段,で決めました,そして金額も5万以内(あと3・4年程しか使わないかな〜と思い)数少ない候補の中から機能、値段でこの機種に決めました。
"",値段,を考えれば,値段を考えれば満足のいくカメラである。
"",値段,はいいと,値段は2万円を切っているのでいいと思います。
"",値段,が高く,値段が高く、接点もむき出し・・・。
"",値段,が高い,Nikonのほぼ同等品はPictBridgeが効かない点と値段が約1万円高いため、却下。
"",値段,が高く,CanonはSDHCカードも使える点に魅力を感じたが、値段が数千円以上高く、あきらめ。
"",値段,が良いです,やはり手に入れやすい手頃な値段が良いです。
"",値段,を考えれば,ニコンマウント&ペンタックスマウントを使用しましたが、値段を考えれば驚異的な写りをするレンズだと思います!
"",値段,が高い,サイズが大きい、重い、値段が高い。
"",値段,が高い,その他、性能は文句無いですが、値段がチト高い気がします。
"",値段,になります,◆安い&使える2本のレンズやはりレンズは後から揃えると結構いい値段になります。
"",値段,を考えると,値段を考えると性能面では、ほぼ満足。
"",値段,を考えると,値段を考えると、大変良いとおもいます。
"",値段,も気に入っています,使用できるレンズに制限があるのですが、とりあえずは入門機としては値段も手頃でかなり気に入っています。
"",値段,が高いです,候補としてSB-800とSB‐600があがりましたがSB‐800はなにせ値段が高いです。
"",値段,を考えると,値段を考えると恐ろしいほどのCPの良さです。
"",値段,を考えれば,質感は決して良くはないですが、まぁ、値段を考えれば充分かと。
"",値段,といい,値段といい、手ぶれ補正の聞き具合といいコンパクトで楽しめるカメラだと思います。
"",値段,を考えれば,値段を考えればこれで十分だと感じました。
"",値段,もあります,値段もモノによってはそのほうが安い場合が多々あります。
"",値段,で満足しています,まだ買ったばかりで正しい評価ができていないかもしれませんが、この値段で、この機能にとても満足しています。
"",値段,の高い,値段の高いカメラで撮って見てこんなものか・・・より安くてあまり期待しないで買ったカメラなので___余計感動してるんだと思います。
"",値段,が高い,値段が高いほうが消費者をいいものだと錯覚させられるとでもおもったんでしょうか?
"",値段,を考えると,値段を考えると大満足。
"",値段,を考えれば,現在の値段を考えれば(7万円前後)驚異的なコストパフォーマンスだと言ってよいでしょう。
"",値段,を考えると,この部分もう少し丸ければ・・・総合的には、値段を考えると超おトクなカメラと思う。
"",値段,を考えると,値段を考えると満点をあげてもいいと思いますが、調整に出す必要があって旅行に間に合わなかったので厳しめに4としました。
"",値段,が高いので,本当は12-24mmの方が良かったのですが，値段が高いので，ただそれだけの理由で15-30mmとしました。
"",値段,を考えて,値段を考えて多少きびしめの評価にしました。
"",値段,を考えると,画素数が留100やEOSKissXに比べると小さめですが、値段を考えるとすごい満足です。
"",値段,を考えると,遠景の解像感は魚眼+ズームなのでいまひとつという感じですが、値段を考えると随分安い買い物でした。
"",値段,を考えれば,ニコンマウント&ペンタックスマウントを使用しましたが、値段を考えれば驚異的な写りをするレンズだと思います!
"",値段,は思います,この値段は魅力の一台だと思います。
"",値段,を考えると,この値段を考えるとバチが当たるくらいに良い性能のレンズでした!
"",値段,を考えると,値段を考えると文句なく満足度5。
"",値段,が違う,値段が十倍以上違うDOレンズがメインだったのに、おまけで買ったこっちがメインになってます。
"",値段,を考えると,ただ値段を考えるとずいぶん頑張っていると思います。
"",値段,を考えると,でも、値段を考えると十分に満足な画質です。
"",値段,を考えれば,細かな問題はありますが、値段を考えれば最高の満足度です。
"",値段,も含めて,値段も含めて最高です。
"",値段,を考えれば,値段を考えれば仕方のないところですが、やはりこういうところはコストダウンしないで欲しいものです。
"",値段,に満足しています,手ぶれ補正付きでこの値段に満足しています。
"",値段,を考えると,値段を考えるとがっかりするが、軽量化の結果として割り切るべきところか。
"",値段,を考えると,値段を考えると防塵防滴仕様として質感も高めて欲しいのだが、重量アップと天秤にかけると微妙。
"",値段,が高い,値段が高い気がしますが、それに見合った値段なんでしょう。
"",値段,が高い,・ニコンほどじゃ無いにしても値段が高い。
"",値段,を考えれば,(まあ値段を考えればしょうがないですが・・・)
"",値段,が高いので,純正のアクセサリやDVD-R・RW共に値段が高いので、その方が不満と言えば不満ですね。
"",値段,は思います,この出来でこの値段は正直ボッタクリとしか、、、2万円台前半がせいぜいだと思います。
"",値段,を考えると,値段を考えると超おすすめですテレ側は大変良好、ワイド側にキレがあれば言う事無し。
"",値段,を考えれば,ニコンマウント&ペンタックスマウントを使用しましたが、値段を考えれば驚異的な写りをするレンズだと思います!
"",値段,を考えると,値段を考えると、良いレンズだと思います。
"",値段,を考えると,デジタル一眼レフが欲しくて色々悩み30Dにしました値段を考えると良く出来た製品と思います。
"",値段,もなく,DOレンズがあり、値段も安くなんとなくいま一つ?
"",値段,も含めて,値段も含めて5点確定．
"",値段,を考えると,KDXの登場で1世代前の機種となりましたが、一眼レフデビューするカメラとしては今の値段を考えると相当にオススメできるのではないかと思います。
"",値段,が高い,AVCHD記録方式のカメラはSDカードやハードディスクに記録する機種が大半ですがSDカードはまだまだ値段が高い。
"",値段,が高い,本体の価格に比べると、ケースの値段が高い。
"",値段,を考えれば,値段を考えれば、パワーズームがなくても、マニュアルでの設定もなくても十分です。
"",値段,は高いです,手ぶれ補正がいいですが値段は高いです。
"",値段,が高い,値段が高い分当然でしょうか??
"",値段,を考えると,この値段を考えるとバチが当たるくらいに良い性能のレンズでした!
"",値段,を考えると,値段を考えると文句なく満足度5。
"",値段,が違う,値段が十倍以上違うDOレンズがメインだったのに、おまけで買ったこっちがメインになってます。
"",値段,を考えれば,もちろんLレンズと比べるのは酷かもしれませんが、値段を考えれば十分なレベルであると思います。
"",値段,が高いです,何より値段が安く満足度が高いです。
"",値段,を考えれば,趣味性の部分ではイマイチですが、値段を考えれば上出来です。
"",値段,が高いと,ただ流行の手ブレ補正がついてなかったりキャノンのなかでは下位機種なのに他社に比べると結構値段が高いと思います。
"",値段,を考えれば,EOS30Dと組み合わせて使ってます総合的には、純正でこの値段を考えれば、納得の1本です地味ですが日常的に使える良いレンズです。
"",値段,を考えると,値段を考えるとF9まで絞り逆光をさければ良い描写をすると思います
"",値段,を考えれば,でも値段を考えれば許容範囲内です。
"",値段,を考えれば,十字ボタンがちょっと使いにくいけど、値段を考えれば文句もない
"",ボケ味,はいいですね,やっぱりこの機種のボケ味は雰囲気あっていいですね。
"",ボケ味,もいい,ボケ味もいい具合にでており、ポートレート撮影も気に入っています。
"",ボケ味,は感じますが,ボケ味は、わずかにクセを感じますが、モノクロで撮ると絶妙な感じになります。
"",ボケ味,も良いです,OlympusE-1で使用操作性は、絞りがボディ側のみの操作になるので減点ですが、実用上あまり不便は感じません表現力は開放からシャープな写りでボケ味も自然で良いです。
"",ボケ味,は感じますが,ボケ味は、わずかにクセを感じますが、モノクロで撮ると絶妙な感じになります。
"",ボケ味,も良いです,OlympusE-1で使用操作性は、絞りがボディ側のみの操作になるので減点ですが、実用上あまり不便は感じません表現力は開放からシャープな写りでボケ味も自然で良いです。
"",ボケ味,が気に入りました,とろけるような滑らかなボケ味が気に入りました。
"",ボケ味,はいいです,このボケ味はいいです。
"",ボケ味,も良いので,ボケ味も結構良いので、表現力は5としました。
"",ボケ味,もいいと,かなりシャープに写りますし、ボケ味もかなりいいと思います。
"",ボケ味,もいいです,ボケ味もなかなかいいです。
"",ボケ味,もいいです,写りにも不満は感じませんし、ボケ味もなかなかいいです。
"",ボケ味,もありません,ボケ味も悪くありません。
"",ボケ味,は良いですが,ボケ味はTAMRONSPAF90mmが評判良いですが今回は被写体を緻密に撮れる尺度を優先させました。
"",ボケ味,は悪くない,ボケ味は悪くない。
"",ボケ味,もいいです,シャープで抜けが良く、ボケ味もいいです。
"",ボケ味,も良好です,ボケ味も雑味が無く良好です。
"",ボケ味,もいい,ボケ味もいい感じで、接写から無限遠までオールマイティーに活躍でると思います。
"",ボケ味,が気に入りました,とろけるような滑らかなボケ味が気に入りました。
"",ボケ味,はいいです,このボケ味はいいです。
"",ボケ味,はありません,ボケ味はまずまず、シャープさに関しても全く不満はありません。
"",ボケ味,もありません,マクロ撮影時の近接能力や描写は、16-45mmや28-75mmを上回っておりますし、ピントの芯がハッキリしているので、合わせやすくてボケ味も悪くありません。
"",ボケ味,が良いです,ボケ味がとても良いです。
"",ボケ味,のある,全域F2.8を生かし、ズームで撮れば誰でも簡単にボケ味のある雰囲気満点のポートレートが撮影できます。
"",ボケ味,は素晴らしいです,2、表現力言うまでも無く、開放1.2のボケ味は素晴らしいです。
"",ボケ味,は素晴らしいです,開放1.2のボケ味は素晴らしいです。
"",ボケ味,は最高ですね,フルサイズによるボケ味は最高ですね。
"",ボケ味,も良いので,8ズームというだけでも価値がありますし、実際描写性能も高くボケ味も良いのでポートレートなどでガンガン使っていけます。
"",ボケ味,は最高です,ボケ味は75mmにかないませんので室内や子供に寄って楽しく撮影するには最高です。
"",ボケ味,が気に入りました,とろけるような滑らかなボケ味が気に入りました。
"",ボケ味,はいいです,このボケ味はいいです。
"",ボケ味,はありますが,ボケ味はもっと柔らくてもと思うこともありますが総合的には運動会レンズというには失礼なくらい高性能なレンズだと思います。
"",ボケ味,も良好です,ボケ味も良好です。
"",ボケ味,も良く,ボケ味も良く、発色も綺麗です。
"",ボケ味,もいいですし,開放からクリアーな画像が得られ、ボケ味もいいですし、写真の腕が上がったような気にさせてくれます。
"",ボケ味,もありません,AFスピードも速いですし、ボケ味も申し分ありません。
"",ボケ味,は思います,やはり開放付近でのボケ味は、F1．4ならではだと思います。
"",ボケ味,のある,明るい望遠レンズを生かして、ボケ味のある写真を撮ることもできます。
"",ボケ味,は思います,ボケ味はきれいだと思います。
"",描写力,もあり,撮影範囲も広く、大き過ぎず、描写力もあり、これからの撮影がとても楽しみです。
"",描写力,にあり,このカメラは、コンパクトデジでは画質や描写力に不満があり、デジ一眼では、取り回しに不満がある人には最適である。
"",描写力,は良い,1．ツボにはまったときの描写力はタムロン90ミリを超えるくらい良い。
"",描写力,も良好,軽くて安くて描写力もそこそこ良好。
"",描写力,が違います,自分の腕が上がったと錯覚するほど描写力が違います。
"",描写力,はあります,描写力はパナライカ14-50とは大差があります。
"",描写力,はいいですね,しかし，描写力はいいですね。
"",描写力,に満足しています,メリハリの効いた描写力に大変満足しています。
"",描写力,はいいです,描写力は評判通りいいです。
"",描写力,が良いので,AFはモーター内蔵タイプではないので若干遅いのが気になり、評価を4としましたが、描写力が良いのでそれは許せます。
"",描写力,はあります,驚異的な細部の描写力はMicroだけの事はあります。
"",描写力,は文句なし,描写力は文句なし、明るいF値も相まって動き物にはいいです。
"",描写力,はありません,描写力は文句ありません。
"",描写力,と思います,もうちょっと大きくて、また、重くても文句のつけられない描写力と思います。
"",描写力,は良く,"やはりF2,8は魅力的なレンズで、その描写力は抜群、抜けも良く、コントラストを重要視する山岳撮影に向いてるのではないでしょうか。"
"",描写力,が高く,描写力が高く、大口径レンズならではのボケや立体感が良く出ます。
"",描写力,のある,すばらしく描写力のあるレンズです。
"",描写力,があると,GR-Dは一眼レフほどの描写力があると感じます。
"",描写力,はあります,描写力は、流石にDA★と呼ぶにふさわしい、抜けのよさがあります。
"",描写力,はありません,僕には勿体無いレンズの一本で、描写力は申し分ありません。
"",描写力,のある,EF24mmF1.4Lに比べますと、歪曲が少なくて人の目で見る感じに近い描写力のあるレンズだと思います。
