result,評価項目,評価表現,評判情報
"",機能,を考えれば,メモリースティックPROデュオも価格が下がり購入しやすく本体価格もいろいろな機能を考えればかなりお買い得だと思います。
"",機能,もあり,辛口な評価になりましたが面白い機能も多々あり、永く楽しめるデジカメであることは間違い無さそうです。
"",機能,を考えれば,でも液晶の大きさとこの機能を考えれば買ってよかったと思ってます。
"",機能,を考えれば,携帯性もこのカメラの機能を考えれば、十分コンパクトだと思う。
"",機能,はありませんが,本体の機能は特筆すべく点はありませんが、PCとの連携ソフトは使い勝手も良く、誰でも簡単にDVD-Videoが作成出来ます。
"",機能,があり,しかし高感度モード、マニュアルモード等色んな場面で対応出来る機能があり(長時間露出は出来ませんが)後で画像の加工機能等楽しめる機能があったりと触って行く程に愛着も沸いて来ました。
"",機能,を考えると,値段と機能を考えると、とても良い機種だと思います。
"",機能,はありませんが,突出した機能はありませんが、使いやすい作りになっています。
"",機能,はありませんが,それほど多彩な機能はありませんが、シンプルで十分楽しめます。
"",機能,はないです,それから撮影時の画像効果はの機能はあまりないです。
"",機能,は満足です,電源がONになるなは早いし、かっこいいし、画質、機能は満足です。
"",機能,がある,最近のビデオカメラでは4画素混合とかの機能があるものがあるようで、暗いところにも対応できるそうですが、もちろんそんな機能はありませんので、ノイズのレベルとしては同じスタンダードに関しては少ないぐらいです。
"",機能,を考えれば,価格と機能を考えれば全体的には満足です。
"",機能,には満足しています,近接能力で若干の不満がある点を除けば(こういうときは35mmマクロで対応)、機能には満足しています。
"",機能,も良い,発売日に見に行って___その場で買ったズームには驚いた___相当いい___機能も問題無しホールド感がとくに良い___周りに笑われたけど___ファインダーが無い事が家に持ち帰ってから知った___このままの中にファインダーもあったらもっと最高ブルーを選んだが色は'モひとつ'若干品がないメタリック紺レンズカバーがどのカラーでも黒だけで特にブルーには合わないメーカーさん色は大事です頑張ってでも気にいってるカメラメーカーは危機だね
"",機能,が良い,写真は90パーセント腕と根性だと思っていますが、機能が良いことに越したことはありません。
"",機能,もあります,赤ちゃんの誕生日や、旅行の日付などの管理もできるなど、気の利いた機能もあります。
"",機能,は劣りますが,使いやすくとても満足していますD-300より機能は少し劣りますが十分に良い製品だと思います.
"",機能,は満足しています,画質や機能は満足しています。
"",機能,を考えれば,専用のカメラケースもFX8のものよりは大きくてちょっと不便ですが、あくまでもFX8との比較なので、小さいに越したことはないのですが、TZ3の機能を考えれば十分に許容範囲であると思います。
"",機能,はありません,操作性や機能はちゃんと考えられていて特に言う事はありません。
"",機能,がいい,FZ-50の価格を見たら、私がFZ-30を購入したときより、全体的に非常に値が下がっているようなので、これは価格と、機能が、非常にバランスのいい、お買い得なカメラになったなあと、感心しました。
"",機能,があり,全体にはEXズームなど魅力的な機能があり、マニュアル操作に関してもいろいろなアシストで、初心者の自分にもそれなりの撮影が楽しめ私は満足しています。
"",機能,があり,表示は液晶で多彩な機能がありオートではF2開放付近まで非常に細かい絞り設定ができ、調光補正も実際にその効果がきちんとわかるほどきっちりと調光しています。
"",機能,があると,本当はPSー28位のモデルでこの機能があるとうれしかったのだが。
"",機能,が多い,1)コンパクト・デジカメとしては搭載している機能が多い。
"",機能,を考えれば,携帯性も機能を考えれば満足できるレベルです。
"",機能,と思います,iAはとても便利な機能と思います。
"",機能,は良いと,子供のベストショットを動画のコマ送りで静止画キャプチャー出来るのでこの機能はかなり良いと思います。
"",機能,はないので,さまざまな機能を持っているかと言えば、あまり特徴的な機能はないので、普通と言う評価をしました。
"",機能,が悪い,形は良いが、機能が悪い特に電力消費がひどい。
"",機能,を求める,そういった点がカバーされて、「キャンドル」などの、その場面の光景がとり表現できるような設定が生かされてくると思うので、このレベルのカメラで、そこまで補う機能を求めることは困難ではないかと感じました。
"",機能,で満足しています,ファインダーの見え方は多少劣りますが、その分ダストリダクションやライブビューなど個性的な機能で満足しています。
"",機能,のある,追加要望として、樽型収差を直す機能のあるSP-700のようにファームアップでこの機能をSP-350にも付けてくれないかな〜と贅沢を言ってみたりします。
"",機能,があります,機能性は必要十分といった所ですが、いくつか追加希望の機能があります。
"",機能,もあります,・カスタム設定も可能で、起動から自分の好きな設定保持が出来る機能もあります。
"",機能,をしたのは,機能を無評価にしたのは、防水性は期待以上ですがそれ以外特になにもなく余りに平凡なカメラなので評点はあえて避けました。
"",機能,があり,またモードの切り替えや設定も慣れるまでは面倒な部分もある他、モードによっては組合せられない機能があり、少し不満を感じます。
"",機能,を考えると,E410ほど軽量コンパクトではありませんが、機能を考えると十分だと思います。
"",機能,は劣りますが,最近のコンデジに比べ、さすがに携帯性や手ぶれ補正等の機能は劣りますが、それでも私は買い替えを全く考えておりません。
"",機能,には満足しています,近接能力で若干の不満がある点を除けば(こういうときは35mmマクロで対応)、機能には満足しています。
"",機能,はありません,機能的にもこのクラスでバウンスが出来るのは有り難いですが、まあそれしか取り立てて機能はありません。
"",機能,があります,簡単に書くとオートでも良い写真が取れますし、自分なりの設定でこってみても遊べるだけの機能があります。
"",機能,はありませんが,特別な機能はありませんが、ピントがシビアなので扱い易いとは言い切れない面もあります。
"",機能,を考えたら,重さは少し重い感じですが，機能を考えたら我慢できる範疇。
"",機能,はありますが,機能は必要とするものは一通りありますが、使わないと思われる機能もふんだんにあります。
"",機能,もあります,機能は必要とするものは一通りありますが、使わないと思われる機能もふんだんにあります。
"",機能,を考えれば,携帯性は機能を考えれば十分です。
"",機能,があり,D200で使っていますが様々な機能があり非常に満足しています。
"",機能,を考えると,あまりカメラには詳しくないのですが値段と機能を考えると非常に満足できる買い物でした。
"",機能,は思います,基本的画質がよく、機能的にも必要な機能はほぼ備えていてバランスがいい機種だと思います。
"",機能,はありません,それ以外の機能はまったくありません。
"",機能,があり,"裏ぶた右上のメインコマンドダイヤルはシャッター速度のセット(S-Mode:シャッター優先),グリップ上部のサブコマンドダイヤルは絞り値のセット(A-Mode:絞り優先)などの機能があり、操作のキモとなります(コマンドダイヤルはCSM-12初期値:0→1で入れ替える事も可能です)。"
"",機能,を考えれば,機能を考えれば信じられないくらい安いと思いますよ。
"",機能,もありません,携帯性は非常に良く、チャージ時間も速いですし、基本的な機能も申し分ありません。
"",機能,があり,とってもリーゾナブルで、十分な機能があり、満足しています。
"",機能,が良い,性能と機能が良いカメラが欲しいが、重過ぎるのは敬遠したい人には最適と思います。
"",機能,は最高です,USBケーブルを使わなくてもボタン一つで転送してくれる機能は最高です。
"",機能,は最高,カメラとしての機能は最高。
"",機能,で決めました,いろいろ悩みましたがデザイン、機能で決めました。
"",機能,も思います,画質、機能もこのサイズ、クラスでは上のクラスかと思います。
"",機能,を持った,唯一無二の機能を持ったすばらしいカメラです。
"",機能,に満足しています,まだ買ったばかりで正しい評価ができていないかもしれませんが、この値段で、この機能にとても満足しています。
"",機能,がある,この機能があることを知らずに購入したので、かなり得した気分です(^o^)現在、F31fdを所有しています。
"",機能,を求める,これ以上の機能を求める場合は上位機種になるでしょうし、特出した快適さを求めれば、特化した他機種になると思います。
"",機能,を考えると,機能を考えると驚きの小サイズです。
"",機能,があると,流行の顔認識機能がなかったり、ハイエンドのわりにストロボ調光補正ができなかったり、せっかくホットシューがあるのにTTL調光できる外付けストロボがなかったりと全部入りとは言いがたいですが、スナップ用ハイエンドコンデジとしては十分な機能があると思われます。
"",機能,がある,この機能があるとないではかなり撮影スタイルが変わります。
"",機能,があり,またADJボタンやMY1、MY2ダイヤルなど自分好みの撮影スタイルにジャンプしやすい機能があり非常に便利だと感じています。
"",機能,を持った,これだけの機能を持った製品が、この値段というのも高評価です。
"",機能,が多い,機能が多いわりに各操作ボタン・ダイヤル類は使いやすいです。
"",機能,もなく,K100Dに比べて大きくなったが、グリップもホールドし易く、高級感があり、機能も文句なく最高です。
"",機能,を考えれば,K10Dが装備している機能を考えれば本当はもっと大きくて重くてもおかしくはないのではと思います。
"",機能,が多い,機能が多い事で使いこなせるかが不安でしたが取り越し苦労だったようです。
"",機能,に満足しています,最初は重たさにびっくりしましたが、操作性や機能に満足しています。
"",機能,もあります,私は未使用なので評価できませんが、ボディ補正は古いレンズでも焦点距離を入力して使用できる機能もあります。
"",機能,を求める,特にコンパクトデジカメからのステップアップしたい方で、ある程度の機能を求める方にはオススメです。
"",機能,は高いです,しかし、その他の機能は、ファインダーも低価格機にしては見やすく、過去のレンズも使えたり、軽くて小さいので持ち歩きやすく、満足度は高いです。
"",機能,を考えると,このカメラの機能を考えると軽くて携帯性は優秀です。
"",機能,は素晴らしいです,高速1/6000秒(ストロボ同調1/180秒)のシャッター速度は魅力ですし、一コマずつ撮影データをパーフォレーション間に写し込める機能は素晴らしいです。
"",機能,もありません,デザイン、携帯性は良く、機能も悪くありません。
"",機能,はない,逆に言うと、「コンデジにそんな機能は必要ない!違う面を充実させてくれ!」という声もあるかもしれませんが。
"",機能,もありますが,このカメラを買ってもうそろそろ2年が経とうとしています自分自身結構大柄で多少腕力もあるせいか常にバッテリーグリップを付けてはいますが特にボディが大きいとか思いとは思いませんでした機能面ではやはり新しい機種と比べると欲しい機能もありますが画質や操作性には大いに満足しています1年半ほど使用しましたが、とにかくいつも出てくる画像には驚かされます。
"",機能,が良い,やっぱり機能が良い見掛け倒しより、中身、結果を出せるカメラが一番。
"",機能,はあると,高い機器だ機能はあると信じている。
"",機能,は素晴らしいです,ISの機能は、素晴らしいです。
"",機能,を考えると,・暗い室内で発光なしだと相当ピンボケがあるが、ISOをあげて何とか頑張れる(ISレンズを使うと、もう少し楽になります)値段と機能を考えるといい買い物ができたと満足しています。
"",機能,は感じです,高輝度階調優先の機能は良い感じです。
"",機能,が多い,しかし、あくまでユーザーが自分なりにセッティングしてこそ有益になる機能が多い。
"",機能,があり,たくさんのキャノン独自の機能があり、楽しく撮影ができます。
"",機能,と思います,顔認識は、人に家族写真を撮ってもらうのに非常に便利化な機能と思います。
"",機能,があり,当然かも知れませんが、以前使っていたEOS100QDとは雲泥の差、現在使用の最新鋭デジタル一眼レフよりも優れていると感じる機能があり、特に視線入力AFやDEPなどは早急にデジタルにも装備して欲しいと感じました。
"",機能,を考えれば,望遠などの機能を考えれば目をつぶれますね。
"",機能,は思いますが,機能は必要十分で私は主に「絞り優先」で使う事になると思いますが、子供が嫁が使う時にはプログラムモードで十分いい写真が撮れると思います。
"",機能,がある,無駄に機能がたくさんある。
"",機能,を考え,ただし、この機能を考え、用途を通常のコンデジ以上に考えてるユーザーが購入しているモノとしてみれば、機能の割には携帯性が高いかもしれません。
"",機能,を考えれば,一眼レフだと望遠レンズなどカメラだけで一つのバッグが必要なったり、レンズ部分が邪魔になることもあるかと思いますが、6倍ズームなどの機能を考えれば十分な携帯性だと思います。
"",機能,はありません,機能はもんくありません。
"",機能,はあります,秒間5コマ連射やAF機能向上等コスト分の機能はあります。
"",機能,から考えると,機能から考えると妥協できる範囲ではありますが、構えた時にちょと気になる程度です。
"",機能,がある,ワンポイントカラーやスイッチカラーなど遊べる機能があるところも気に入りました。
"",機能,はないです,その他の機能はまだなんとも・・・・手振れ等はほかの機種同様ですから特別たいした感動もないです。
"",機能,を持った,ビデオ撮影用と静止画撮影用の双方の機能を持ったカメラとして重宝しています。
"",機能,もあり,"付属ソフトウェアには“動画から静止画を取り出す""という機能もあり、「やっぱり動画が途切れるのは気になる。」という方にはぴったりだと思います。"
"",機能,はない,40Dは購入して8ヵ月たちますが、もうこれ以上の機能は必要ないくらい進歩していますし使いやすいです。
"",機能,を考えると,このクラスに求める人がいるか疑問ですが、機能を考えると、もうひと回り小さくても良い気がします。
"",機能,を考えれば,この価格で機能を考えればすごくお買い得です。
"",機能,を考えたら,KDXからの乗り換えだが9万円前後だったKDXの発売当初の金額からすれば、実質13万円前後で購入できる40Dは、質感や操作性、機能を考えたらお買い得だと思う。
"",機能,はありますが,完成度の高さから古さを感じさせないデザインが優秀持ち歩きやすさにぎり安さを両立した絶妙な大きさ形電池の持ちも良いです機能は必要な機能はほとんどありますが___ボタンなどが小さく使いこなすのは慣れが必要画素数もこれ以上必要なのか疑問値段が安ければもっと良かったまだ現役で使用しております。
"",機能,はない,ライブビュー、ごみ取りと言った最近の機能はないものの、基本設定、CFの多様性は充分過ぎる程。
"",機能,はありませんが,機能は、AFは取り立てて早くありませんが、だからといって困ったこともありません。
"",機能,を考えると,F値の低いレンズの方が描写は良いのでしょうが、予算に限界があるので・・・値段と機能を考えると大満足です。
"",機能,は大満足です,しかしこの価格で、この機能は大満足です。
"",機能,に満足しています,さすがに、1/2.5型CCDでは光量・画質・ボケに限界がありますが、コンデジにしては大口径で明るいレンズと多彩な機能に満足しています。
"",機能,に満足しています,気楽に使いたいカメラとして購入しましたが、その価格と機能にそこそこ満足しています。
"",機能,には満足しています,これらの機能にはとても満足しています。
"",機能,を考えて,と思ってたんですけど、ピクチャースタイルの機能を考えて30Dにしました。
"",機能,に優れた,今回は低予算でカメラとしての機能に優れたコンデジを購入しようと某カメラのKむらにて2〜4万円台の全ての展示機種とデジ1入門機を試して購入しました。
"",機能,もいい,機能もいい感じです♪
"",機能,は感じです,この値段で、この機能はお得な感じです。
"",機能,に満足しています,最近のコンパクトタイプでも600や800万画素ある中で、この手のタイプでは500万画素ではと考える部分もありましたが、それを補って十分な望遠性能や動画性能等の機能に満足しています。
"",機能,もあり,バッテリーの持ち時間も十分ですし、機能もいろいろあり、使いこなせるのは夏頃かな、これから楽しみだなというところです。
"",機能,と思います,フェイスキャッチはとても便利・正確で特にカメラに詳しくない人に渡して、自分の写真を撮って貰うときなど失敗が激減し、なかなか使える機能と思います。
"",機能,は満足です,しかし、この価格でこの機能は満足です。
"",機能,という点では,機能という点では、新装備の「顔キレイナビ」が凄く便利です。
"",機能,は素晴らしいです,iフラッシュや、高感度2枚撮りの機能は素晴らしいです。
"",機能,が多い,機能が多いために操作になれるまで若干の時間は要すると思いますが、慣れれば使いやすいです。
"",機能,はありますが,いろいろと機能はありますが、何も考えずAUTOのままで撮っても、失敗は非常に少なく、とてもよくできたカメラだと思います。
"",出来,で満足しています,T1から歴代のTシリーズを使ってきましたが、このT200はシリーズ最高の出来でとても満足しています。
"",出来,の悪い,付属ソフトがあまりにも出来の悪い事です。
"",出来,が良いのか,OLYMPUSの方がレンズの出来が良いのかハッキリした画像でした。
"",出来,がよいので,何より縦位置グリップの出来がよいので全体のホールド感はかなり良好です。
"",出来,の良い,このカメラは、写真を作業で撮っていた自分に撮る楽しさを思い出させてくれた、非常に出来の良いカメラです。
"",出来,の良い,土俵はまったく違うけれど、これがフォーサーズの真の姿なのかなぁって思える出来の良いカメラだと感じました。
"",出来,の良い,余り出来の良い液晶ではなさそうです。
"",出来,が良いのか,OLYMPUSの方がレンズの出来が良いのかハッキリした画像でした。
"",出来,は良いです,同梱されるレンズの出来はとても良いです。
"",出来,のよい,"NikonもD300になり,Dフォーマットの機種の中ではかなり完成度の高いモデルになり,普通に使うならば,永くつかっても遜色のないカメラといっても過言ではない出来のよいモデルです。"
"",出来,は思います,特に、ファインダーの出来は、デジ一の中ではトップクラスだと思います。
"",出来,がいいと,・画質はフィルムスキャナーで取り込んだ同画素数の画像より出来がいいと思います。
"",出来,の悪い,出来の悪い写真は使い方の問題と、ガイドラインが見えるので自分なりに試行錯誤していますが解らないことばかり。
"",出来,があり,2、フラッシュの出来が良い・・・これもかなり差があり、D40は多少明るすぎることもあるが、基本的に納得の良く明るさに自動で調整してくれる。
"",出来,が良いです,手振れ以外はD40のほうが出来が良いです。
"",出来,は良いですが,でもニコンはカメラの基本の出来は本当に良いですが、手振れ補正機能ををレンズに入れて稼ごうとしているのがネックです。
"",出来,の悪い,色々不満はありますが、出来の悪い子ほど可愛いといいましょうか…
"",出来,の悪い,なんか「ひ弱で、出来の悪い子供」って感じ。
"",出来,が良いと,このように出来が良いと次機種のスペックはむずかしいですね。
"",出来,が良い,縦位置グリップは、非常に出来が良いものだけに、本体ももう一頑張りで最高になれたと思います。
"",出来,はいいです,大満足です☆「モノ」としてみたときの出来はいいです。
"",出来,の良い,トータル的に考えれば、非常に出来の良いカメラだと思います。
"",出来,はいいと,が、噂にたがわず出来は非常にいいと思います。
"",出来,の良い,やはり良い意味での「写るんです」思想が良く反映されている出来の良い一台。
"",出来,と思います,色々不満を書き連ねましたが価格を考えれば十分すぎる出来と思います。
"",カメラ,は悪い,カメラは、左手側が重く、バランスが悪い
"",カメラ,はしましたが,レンズが飛び出さないカメラは、レンズに手を抜いていて画質が悪そうな気もしましたが、EX-Z600と比べて見劣りはしません。
"",カメラ,がなる,SONYがミノルタの救世主になったことは理解できるが、カメラが家電品並になることはないと思うのは私だけではないだろう。
"",カメラ,はありません,さてR1についてですが、質感やデザインの一部に納得できないところもありますが、実際に撮影してみるとこんなにありがたいカメラはありません。
"",カメラ,はありません,買う前はとことん迷いましたが、買ってみるとこんなに素晴らしいカメラはありません。
"",カメラ,もあり,このカメラもW／Bの設定がたくさんあり、強弱がつけられるようになっていますが、個人的にはWB取り込みだけで、あとは強弱のできる3原色の色フィルターがあればいい。
"",カメラ,を持った,カメラを持ったときの質感も、いい金属感があって高級感があります。
"",カメラ,はものです,皆さんはどうかわかりませんが、こういったカメラは最初のうちはあれこれといじってみて、さまざまに設定を変えて画質を見比べてみたいものです。
"",カメラ,と思います,良いカメラと思います。
"",カメラ,を持った,実は、最初にカメラを持った時、ホールド感や少し重いかなぁと気になったのですが、これは慣れの問題で今は手に馴染んでしまいました。
"",カメラ,はないので,まあ回転液晶でコンパクトで暗所性能がそこそこのカメラはこれしかないのでそうゆうカメラがほしかったら買っても損はしないでしょうか。
"",カメラ,もあり,目的や着目点で選ぶべきですし、私の場合HD1000になったというだけで、他のカメラも一長一短あり、十分に悩んで購入すべきですね。
"",カメラ,はある,以前使っていたCA6や、類似のデザインのキャノンPowerShotTX1などにも言えることだが、この種のデザインの親指でシャッターボタンを押す事を前提としたカメラは、操作部(ボタン)配置がゴチャゴチャする傾向がある。
"",カメラ,がある,こんな気軽にムービーと写真が撮れるカメラがある幸せ、4Gメモリは必須です。
"",カメラ,は満点です,現像代が高いのはカメラのせいじゃないから、このカメラはずばり満点です。
"",カメラ,が良いのか,どのカメラが良いのか分からないので、お店の人に勧められるままにこのカメラに決めました。
"",カメラ,は高いですね,各カメラの評価を見ていると、性能の高いカメラは大きくても評価高いですね。
"",カメラ,と思います,まあ画像も含めて良いカメラと思います。
"",カメラ,がよいので,6、単三電池用のカメラがいいという人もいるが、自分にも専用充電池付のカメラがよいのでGood!
"",カメラ,が良いので,私の場合子供を良く撮るのでズーム機能とレスポンスの良さ、そして携帯性の優れたカメラが良いので、その点このカメラは大変よいと思います。
"",カメラ,はよいと,私の場合子供を良く撮るのでズーム機能とレスポンスの良さ、そして携帯性の優れたカメラが良いので、その点このカメラは大変よいと思います。
"",カメラ,には満足しています,このカメラを使い続けて2年経ちますが、未だこのカメラには満足しています。
"",カメラ,は思いますが,その前のカメラは3年前(カシオのEXILIM)のものということもあるとは思いますが、全ての面で不満なく使用できました。
"",カメラ,がある,こういうカメラがあることはライカファンにとってはやはり素直にうれしく思います。
"",カメラ,が高い,それでも、このカメラが高い評価を受けている理由は、その独特の色味にあります。
"",カメラ,になる,防塵防滴、高感度のノイズリダクションの更なる性能アップ、手振れ対策により、室内のノンフラッシュ撮影が可能となれば、敵なしの螳檎挑なカメラになる。
"",カメラ,の良い,このカメラの良い点・静止画の発色が好みである。
"",カメラ,は悪くないと,画質に対してあまり拘らないなら、このカメラは悪くないと思う。
"",カメラ,と思います,小型、軽量でお散歩カメラとしては最適なカメラと思います。
"",カメラ,は気に入っています,付属レンズも含めてコンパクトなこのカメラは気軽にカバンに放り込んでおけて、とても気に入っています。
"",カメラ,を求める,いつでもどこでもオートで気軽な撮影を求める方にはオススメしませんが、ある程度マニュアル操作が出来る比較的コンパクトなカメラを求める方にはオススメ。
"",カメラ,はいいです,現況はカメラは老舗メーカーがいいです。
"",カメラ,がいいと,たくさんモードがありますが、カメラが苦手な人にはオートでの撮影がいいと思います。
"",カメラ,は良いと,このカメラは画像重視の方は買わないほうが良いと思います。
"",カメラ,は思います,このカメラはメーカーの言うように確かにコンパクトデジカメでは満足できないユーザーが旅行に持ち出すのには最適のデジタル一眼だと思います。
"",カメラ,はあります,私のいままでの写真へのこだわりとして、「なるべく白飛びのない写真を撮る」というのがあったのですが、このカメラは、そんな私のこだわりをも打破してくれるような、妙な魅力があります。
"",カメラ,はありません,銀塩時代からニコンファンですが、こんなに喜びを感じたカメラは今までありません。
"",カメラ,もありますが,タブによりスクロールしないカメラもありますが、タブまでカーソルを移動するのが面倒。
"",カメラ,が良くて,よく売れているカメラが性能が良くて、しっかり撮れるとは限りません。
"",カメラ,はいいですね,7年前からデジカメを使ってますが、最近のカメラは性能がいいですね。
"",カメラ,は思いますが,本格的なカメラは男性が持つ方がほとんどだと思いますが今回D80のようにサイズも程よいと、女性でも無理なく扱う事も出来、また持ち運びもスムーズでした。
"",カメラ,と思います,平成20年1月現在、全機種の一眼レフデジカメでもっともお買い得なカメラと思います。
"",カメラ,と思います,ただ値段のわりには、良いカメラと思います。
"",カメラ,は良いです,カメラのメーカーのカメラは良いです。
"",カメラ,はありませんでした,Caplioも新製品は小型化の為か専用バッテリーに移行してしまったので、私の条件に合うカメラはP50しかありませんでした。
"",カメラ,には満足しています,このカメラを使い続けて1年経ちましたが、このカメラには本当に満足しています。
"",カメラ,になります,この点が改善されれば、S8はきっと相当良いカメラになります。
"",カメラ,は思います,レスポンスの良さ、秒5枚の連写性能、防滴防湿、シャッターの耐久性、撮影していてこれほど楽しいカメラはめったに無い様に思います。
"",カメラ,になります,フィルムカメラとしてF4を主に使っていましたが、デジタル一眼はD200が初めてのカメラになります。
"",カメラ,を持った,今まで7〜8台のカメラを持ったことがあるがこのカメラは一番下品ですよ。
"",カメラ,はないので,カメラはレンズにお金がかかりきりがないので、これでもう買い足しはしません。
"",カメラ,はあると,機能や性能だけを見れば、もっとよいカメラは他にもあると思いますが、全体のバランスや、コンパクトで、ポケットに常時携帯して使えるカメラとしては、お勧めです。
"",カメラ,に満足しています,手にしたときの重厚感、構えたときのバランスの良さ、そして被写体を狙うシャッター音、ニコン一眼レフの伝統を受け継いだD3、このカメラに大変満足しています。
"",カメラ,には満足しています,時期モデル、このサイズで、ビデオ内臓なんていうの欲しいね(高画質ですよ)ワンタッチで切り替えできる、便利だけどね、ちょっと無理かな、カメラにはとても満足しています。
"",カメラ,はないです,500/1秒しかないこのカメラはどの写真でもブレを感じることがほとんどないです。
"",カメラ,はありません,D40シリーズだと一部のレンズが使えないという欠点がありますが、このカメラはそんな欠点はありません。
"",カメラ,も思います,あと、D40ほどスペック表の比較に意味を持たないカメラも、珍しく思います。
"",カメラ,もありますが,他社にはこれより小さく、軽いカメラもありますが、充分小さいし、軽いです。
"",カメラ,の良い,写りに関しましては、このカメラのクセといいますか、特徴をつかむまではイマイチと感じていましたが、失敗を重ねながらも使い込んでいると、このカメラの良いところが大きく膨らんできて、今ではかなり気に入るに至りました。
"",カメラ,と思います,これからのパパ・ママに、子供撮りに最強・最高峰のカメラとして自信を持ってお勧めできるカメラと思います。
"",カメラ,はない,カメラは、ニコンしか買った事がない。
"",カメラ,は思います,カメラはまず品揃え豊富な家電量販店(どこでもOK)でいろいろ品定めし、値段もチェックした上で、キタムラなどのカメラ専門店で購入するのがベターだと思います。
"",カメラ,は良いですが,やはりこのカメラは24mmがすべてですね、EVFも良いですが最低でもフォーカス確認できる仕様とキャリブレーションがちゃんとするとより良かったです。
"",カメラ,はあります,でも、このカメラは、デジ一眼にはないよさがたくさんあります。
"",カメラ,はあります,このカメラは、所有する楽しさがあります。
"",カメラ,はいいです,明るいレンズが好きなのでこのカメラはいいです。
"",カメラ,もあります,もっと軽いカメラも、重いカメラも多数あります。
"",カメラ,もあります,もっと良いカメラも、悪いカメラも多数あります。
"",カメラ,はありません,この値段でこれほど多機能なカメラはK10Dしかありません。
"",カメラ,は思いますが,銀色でぴかぴかしているカメラは見栄えがよいとは思いますが、撮影時に落としそうになったりするのでは本末転倒です。
"",カメラ,は良いです,カメラは撮影する時間よりも持ち運ぶ時間の方が圧倒的に長いのでもう少し軽いと良いです
"",カメラ,があり,しかし、カメラが原因の可能性もあり4としました。
"",カメラ,と思います,建設カメラ以外の用途で使う分には、十分すぎるカメラと思います。
"",カメラ,はします,悪い点は、現代のコンデジは音が皆無なのにたいし、このカメラは耳障りな音がします。
"",カメラ,は良いですね,今のカメラはどれも良いですね。
"",カメラ,があると,友人に安いカメラがあると聞いて2004年2月に確か15000ぐらいで入手。
"",カメラ,はいいと,デザインもカメラとして捉えるとよく見えてくるのが不思議ですし・・このカメラは普通に気軽に、長く愛用する前提でいいカメラでいいと思います。
"",カメラ,はありますが,このカメラは発売から時間がたって色々な意見がありますが、画質優先で使うのであればこのカメラで十分ではないかと思います。
"",カメラ,は素晴らしいです,とにかくスゴイカメラ、花火からポートレートまで使えるカメラ、EOS1D系の中に肩を並べて入って行ける唯一のカメラ久しぶりフィルム一眼を手にしましたが、このカメラは素晴らしいです。
"",カメラ,になる,初期トラブルの多さは褒められた事ではないですが、それらがクリアされれば歴史に残るカメラになることは間違いないでしょう。
"",カメラ,になります,KissDN→30D→5D→1D3と、1D3で4台目のカメラになります。
"",カメラ,もありますが,どのカメラも一長一短で得意・不得意分野がありますが、とりあえず万能そうで楽に扱えて今時の機能が揃っているカメラとして、この機種を購入しました。
"",カメラ,が良いと,あまり高いカメラを買いたくないけどズーム機能が良くて長く使いたいと思ったらこのカメラがちょうど良いと思います。
"",カメラ,をする,カメラに詳しい方や好きな方からすれば防水や工事現場で使うなど、特殊なカメラを必要とする人は除き、CANONやFUJI以外を購入するのはとてもお金の無駄だとおもいますね。
"",カメラ,と思います,携行を考えると躊躇する事もあるが、家族の思い出・旅先の思い出を記録ではなく「記憶に残る一枚」を残すには最適なカメラと思います。
"",カメラ,は気に入っています,1GのCFだと公園に遊びに行ったら、30分で使い切っちゃいます他のメーカーの連日の新製品ラッシュで、EOS30Dも最近影を薄めていますが、このカメラは気に入っています。
"",カメラ,はいい,このカメラはとてもいい。
"",カメラ,はあり,ピントは、合わないし___画質は暗い気に入りません最悪高いくせに___高画質じゃない二度とキャノンのカメラは、買いません手振れ補正もあり、オートできれいな写真が撮れる優れものだと思います。
"",カメラ,で満足しています,大変撮りやすいカメラで満足しています。
"",カメラ,はします,このカメラは「デジカメの性能→画素数」と思っている人が手を出すものではない気がします。
"",カメラ,で満足しています,細かい不満などありますが、総体的には、かなり使いやすいカメラで満足しています。
"",カメラ,と思います,そして、荷物が多くなりがちな旅行、軽装備でいきたい散歩・サイクリング、気軽に撮影したい仲間と過ごす時間などには、このTX1は非常に目的にあったカメラと思います。
"",カメラ,はありませんが,恐らくこのクラス以上のカメラはマニュアルモードしかありませんが、EOS-KISSのようにおまかせ撮影(シーン別)とマニュアル撮影が出来ます。
"",カメラ,と思います,今までのストレスから開放され、買い換えたかいがありました画質に付いては、特に問題は無く総合的によく出来たカメラと思いますこれから他社の新製品も色々出てきますが、コストと性能のバランスは1番でしょね正直、大変気に入っています
"",カメラ,と思います,全体的に良く出来たカメラと思います。
"",カメラ,と思います,本当にハイCPのカメラと思います。
"",カメラ,はいいです,やはりカメラは金属製がいいです。
"",カメラ,はいい,カメラはいいカメラだと信じていますが、使いこなせてない結果、こんなコメントになっちゃいました。
"",カメラ,をする,しかしこのカメラを手にすることを決めてからこの掲示板やキャノンのHPなどを参考に勉強することの楽しさを知りました。
"",カメラ,はないです,大きく重いカメラは、自分には使い難いだけで魅力はないです。
"",カメラ,はありません,今までのデジカメは、全ての画像を画像ソフトで修正する必要があり大変でしたが、このカメラは、ほとんど必要ありません。
"",カメラ,を上げて,バリアングル液晶は、人が多い中とかで撮り辛い時も、カメラを上に上げて撮れたりと、とても重宝しています。
