result,評価項目,評価表現,評判情報
"",画角,になる,5Dなどのフルサイズでは、17ミリが17ミリの画角になるため、超広角域から始まるズームになります。
"",画角,もいいと,40Dで使っていますが画角も、旅行での家族写真を多く撮る人には一本でこなせるのでいいと思います。
"",画角,がいいです,風景撮影が多いので、この画角が丁度いいです。
"",画角,は違いますが,重さもフォーサーズ7-14mmF4よりも150g近く軽く、ちょっと画角は違いますが同じ明るさのDX17-55mmF2.8Gよりも120g軽いのでがんばった方だと思います。
"",画角,になる,APS-Cではポートレートに向く画角になることもあって開放で息子をバシバシ撮りまくりました。
"",画角,になる,APS-Cサイズで50ミリ位の画角になるよう35ミリを出してくれると最高なんですけどね。
"",画角,になる,APS-Cで標準レンズくらいの画角になるレンズとして購入しました。
"",画角,が得られる,で自分にとって標準と言える画角が得られるレンズです。
"",画角,は良いと,高倍率で画角は良いと思いますが、設計が古いせいでしょうか大きすぎる感じがします。
"",画角,は使いやすいです,APS-C主流の現在では、この画角は使いやすいです。
"",画角,にして,いっそのことコンタックスのディスタゴンのように25ミリくらいの画角にして高級路線で売ったほうが良かったのではないかと思います。
"",フラッシュ,が弱い,フジのFINEPIX4800Zからの買い替えですが、フラッシュが弱い(到達距離が短い、範囲も狭い、パワーも弱い)のが最大の不満点です。
"",フラッシュ,は良いと,・フラッシュが強力すぎデジカメに求めてはいけないんでしょうが、近距離での撮影ではフラッシュは弱いほうが良いと感じました。
"",フラッシュ,はいまいち,ポップアップ式のフラッシュはいまいち。
"",フラッシュ,があるので,(ほかのメーカーのカメラではそのようなことはありませんでした。)また、撮影時に指がかかりやすいフラッシュが位置にあるので、他人に写真を撮ってもらうときに、かなりの頻度で指がフラッシュにかかり、暗くなってしまいます。
"",フラッシュ,があると,やはり、レンズの上にフラッシュがあると、フラッシュの影が気にならなくて、いいです。
"",フラッシュ,をする,一つ残念なことが、AUTOで撮るときにはフラッシュをOFFにすることが多いのに、メニューで設定できないので、毎回設定しなければいけないのが不便です。
"",フラッシュ,はありません,レンズも明るいので、室内でもほとんどフラッシュは必要ありません。
"",フラッシュ,はありません,フラッシュは手動ポップアップ式のため勝手に光ることはありません。
"",フラッシュ,もある,フラッシュも顔キレイナビがあるせいか、暗めの室内でも光りすぎずに自然な感じで撮影できました。
"",フラッシュ,が良い,特にフラッシュが良い。
"",フラッシュ,が弱い,室内撮影の場合、フラッシュが弱いため画像が暗くなりやすい。
"",指,が良い,小振りながらも指ががりの良いボディと、軽めのシャッターは結構好感触で撮影が出来ました。
"",指,が短い,若干指が短い自分でもホールドに違和感を感じないので、良いのだろう。
"",指,の良い,ちょうど指の良い位置に滑り止めが付いていて、使いやすかったかな。
"",指,が短い,F100の下取りで購入しましたが、指が短いせいかホールド感がやや窮屈なのと、F100並の重さになればと思い「4」としました。
"",出番,がありません,"デジタルエクステンダーで更に1,5倍が可能ですが、試し撮りで使用した以外にはまだ出番がありません。"
"",出番,はないと,私は買ってしまいましたが、予備バッテリーの出番はほとんどないと思います。
"",出番,はないですが,14-54mmも揃えてしまうとほとんど出番はないですが下取りなどしても高値はつかないので予備レンズとして所持しておくのがよいでしょう。
"",出番,はありません,私は元々心配性なのでもう一つ同じバッテリーを購入しましたがまだ出番はありません。
"",出番,のある,スペック上ではVR70-300mmに及びませんが、軽さを考えると、それなりに出番のあるレンズです。
"",出番,があると,望遠を使う際にはたぶん、これからはこのレンズが一番出番があると思います!
"",出番,があります,購入してから、かなり出番があります。
"",出番,はありませんが,出番はさほど多くありませんが、ワイドな画角が必要な時にはしっかり仕事をしてくれる用心棒のようなレンズです。
"",出番,がありません,というわけで、買ったはいいけど、3ヶ月間ほとんど出番がありません。
"",出番,がありません,個人的にバッテリーの持ちは予想以上で、予備に1つ買いましたが普段の使用ではほとんど出番がありません。
"",出番,は思います,低位置の被写体を撮影する際も、アングルファインダーの出番はほとんど無くなるように思います。
"",出番,が良い,手持ちのデジカメの中で一番出番が多く小気味良い動作で撮っていて気持ちいいカメラです。
"",形式,が良い,FZ50の仕様と重なるが、ズーム調節はFZ50のようなリングを回す形式が良い。
"",形式,が良いので,超小型のZシリーズが本命かな…とも思いますが、Zは現行機種の形式がZ100fdですでにキリが良いので。
"",雰囲気,はないが,デザイン的にはHC7は質感や雰囲気は新しい提案こそないがそこそこのレベル。
"",雰囲気,のある,夜間や暗がりも予想以上に雰囲気のある画像にとれて思わぬ誤算
"",雰囲気,のある,F2．8なので日中ならISO80で明るい高画質映像が手軽に撮れるし、夕方以降もできるだけ発光禁止にして高感度で撮るようになって、今までのような白っちゃけた写真ではない、雰囲気のある写真が撮れるようになりました。
"",雰囲気,の良い,LC1も所有していますが、L1のライカレンズもLC1と同様にとても雰囲気の良い絵を作ってくれます。
"",雰囲気,があるので,色はシルバーですがおしゃれではありません、がメカニカルな雰囲気が○背面のセレクタが折角あるので絞り優先モードが付いていると更に良かった。
"",雰囲気,のある,子供がいないので、妻に依頼されて、各種「ぬいぐるみ」を撮ることもありますが、目—ぬいぐるみの、です—のみにピントが合い、かつ雰囲気のある写真は、気に入られているみたいです。
"",雰囲気,は良いです,K100Dで撮っていますが、解像度というか、透明感というかはまったときの雰囲気はとても良いです。
"",雰囲気,の良い,iTTL自動調光の精度の高さゆえか、内臓ストロボの比ではない雰囲気の良い撮影が出来驚いています。
"",雰囲気,のある,内蔵ストロボで出来ないバウンズで撮れるのでいかにもフラッシュ焚きましたという感じにならずより雰囲気のある写真が撮れます。
"",雰囲気,を持っています,しかし、絞り開放付近での甘い雰囲気の描写は、欠点ではなく大口径レンズでしかなしえない独特の雰囲気を持っています。
"",雰囲気,のある,室内のストロボ撮影はホワイトバランスをストロボモードにすると非常に雰囲気のある写真となる。
"",雰囲気,があり,しかし、Nikonがカメラのエッセンスを直球勝負で詰め込んだ小さい本格派の雰囲気があり、男のおもちゃ的な不思議な輝きのあるカメラです。
"",雰囲気,はなく,気楽に使える雰囲気はなく、「いざ決戦!」といった気合が必要です。
"",雰囲気,のある,パーティも雰囲気のある室内の写真が撮れますね。
"",雰囲気,があります,中古でもう1台買った後期生産品(31*****)はD200あたりのモーター作動感触に似てモーターの馬力が大きそうな雰囲気があります。
"",雰囲気,のある,家に帰ってパソコンで鑑賞すると、なかなか雰囲気のある写真が撮れてるんですよ〜。
"",雰囲気,があると,買って暫くはプログラムなどで撮っていても、徐々にマニュアルでの撮影をやりたくなる雰囲気があると思います。
"",雰囲気,もあります,コンパクトデジカメ撤退の噂はありますが、新型防水カメラの発表があったりと「もしかしたらまだやる気なのか!?」という雰囲気もあります。
"",雰囲気,のある,子供がいないので、妻に依頼されて、各種「ぬいぐるみ」を撮ることもありますが、目—ぬいぐるみの、です—のみにピントが合い、かつ雰囲気のある写真は、気に入られているみたいです。
"",雰囲気,は良いです,K100Dで撮っていますが、解像度というか、透明感というかはまったときの雰囲気はとても良いです。
"",雰囲気,が違う,夜とかに室内でノーフラッシュ撮影(オートホワイトバランス)すると、K100DSでは黄色い暖色系の雰囲気に写ってたのに、K10Dでは全然雰囲気が違う、何かちょっと色が薄い感じ(すごく薄いレモン色)で写ります。
"",雰囲気,というか,Lレンズらしい色のりであるが、16-35F2.8Lと比べてしまうと、色の深さというか奥行きというか雰囲気というか、そんな極めてマニアックな分野では半歩及ばないかもしれない。
"",雰囲気,のある,子供がいないので、妻に依頼されて、各種「ぬいぐるみ」を撮ることもありますが、目—ぬいぐるみの、です—のみにピントが合い、かつ雰囲気のある写真は、気に入られているみたいです。
"",雰囲気,は良いです,K100Dで撮っていますが、解像度というか、透明感というかはまったときの雰囲気はとても良いです。
"",雰囲気,になり,薄いカーテンが一枚かかったような雰囲気になり、色が薄く汚くなり、ノイズが増え汚いく暗く写る。
"",雰囲気,が良いですね,ちょっとクラッシックな雰囲気が良いですね。
"",雰囲気,がいい,・ちょっとレトロでクラッシックな雰囲気がいい。
"",雰囲気,はします,雰囲気は昔使っていたPC7に似ているような気がします。
"",雰囲気,がある,F3HPやOM-4、newF-1AEなどのような色褪せない「名機」の雰囲気がこのカメラにはある気がしています。
"",雰囲気,があって,描写も細かく、色合いも雰囲気があって好きです。
"",雰囲気,のある,ただ、室内での子供撮りに使用する分には、開放付近にて雰囲気のある柔らかい描写をしますので、なかなか味のあるレンズだと思います。
"",雰囲気,のある,旅行中ではセンサークリーニングが出来ないのでデジタル一眼は諦めて、G7に買換えましたが、G7では雰囲気のある写真が取れず物足りなさを感じていました。
"",雰囲気,があるので,デザインはカメラ、の雰囲気があるので自分は好き
"",雰囲気,は良いと,全体的な雰囲気はとても良いと思います。
"",雰囲気,のある,雰囲気のあるポートレート撮影をじっくりと楽しみたい方には絶対オススメします。
"",雰囲気,のある,鍾乳洞のような暗い中でフラッシュ抜きでもかなり雰囲気のある画像がとれるのには驚きました。
"",ライブビュー,はないので,ライブビューは、個人的には全く必要ないので、機能的に不満はありません。
"",ライブビュー,があると,ライブビューがあるとカメラポジションが広がります。
"",ライブビュー,はありますが,最後にライブビューはタイムラグありますが、あったらあったで子供のふとしたところを撮れるのでいいですよー。
"",ライブビュー,があると,ノーファインダーで撮る時、ライブビューがあると便利かなと思う時があります。
"",ライブビュー,があるので,撮影モードは、ライブビューがあるので、厳密なピント合わせ時など、色々と便利。
"",ライブビュー,があれば,目下のところ、他社で採用されているライブビューがあれば低位置やマクロでの撮影に便利かなと思うことくらいで、他は概ね満足です。
"",ライブビュー,は無く,ライブビューは静かで振動も無く、非常に使いやすい。
"",ライブビュー,もありません,液晶画面も見づらいですし、ライブビューもありません。
"",ライブビュー,が良い,あとライブビューが良い感じですね。
"",ライブビュー,は使いやすいです,ライブビューは3インチのキレイな大画面と相乗効果でかなり使いやすいです。
"",ライブビュー,はないと,個人的にはデジイチにライブビューは特に必要はないと思います。
"",価格設定,を考えると,単三型乾電池が使用できる点、価格設定を考えると、良いほうだと思います。
"",価格設定,が良い,あとは価格設定が良い、軽い、適度な大きさ。
"",EVF,も向上し,EVFも随分精度が向上し、苦にならないレベルに仕上がっています。
"",EVF,が悪すぎます,全体的には、まとまった造りだは思いますが、EVFが悪すぎます。
"",EVF,が良い,3．EVFが良い。
"",EVF,は感じました,EVFは思っていたより見やすく、晴天時の撮影や、チルトを利用してのローアングル撮影などなかなか楽しめそうだと感じました。
"",EVF,も良いですが,やはりこのカメラは24mmがすべてですね、EVFも良いですが最低でもフォーカス確認できる仕様とキャリブレーションがちゃんとするとより良かったです。
"",EVF,はありませんが,背面液晶はまあまあきれいで使い勝手も良いですが、EVFは操作上の問題こそありませんが、あまりにも荒く、とても見えが悪く景色の色の確認ができません。
"",リング,がある,また、最近のレンズでは省かれつつかる絞りリングがある事も、評価点の一つです。
"",リング,がある,D40の純正レンズもフォーカスリングは動きますが、リングが前玉付近にあるため普通にもっても手があたりません。
"",リング,もなく,ただもともとGタイプで絞りリングもなく、MFの銀塩機で(事実上)使用不可能だから操作性に関してはAF機との組合せを前提とした高評価にしています。
"",リング,が良い,個人的にはボディをぐるりと取り囲むリングが良いアクセントとなっており、このデザインは好み。
"",違和感,があります,ただ中級機としての質感はシャッターボタン周り剛性感と、裏面右手親指が当たるあたりの安っぽい材質感が混じっていて違和感があります。
"",違和感,がありません,カタログ数値よりも薄く感じ、胸ポケットに入れても違和感がありません。
"",違和感,があります,ホールド感少し厚みが増した感じで成れるまで若干の違和感があります。
"",違和感,もありません,使っていて何の違和感もありません。
"",違和感,はなく,逆にT30が大きい事には違和感はなく、従来のデジカメサイズだと思います。
"",違和感,はありません,設定したモードで撮影する事にはストレスは感じませんが、メニューボタンが少し固く感じましたが慣れれば違和感はありません。
"",違和感,もなく,■液晶、音質特に違和感もなく、音質は水中でも期待以上によかったと思います。
"",違和感,もなく,動画も予想以上に綺麗で違和感もなくmx4以上の性能です。
"",違和感,があって,液晶は明るいのは良いのですが、液晶で見た感じと実際に写った感じが違ってくるのがなんだか違和感があっていやですね。
"",違和感,はありません,画面上のバッテリー残量表示の減り方についても違和感はありません。
"",違和感,があります,本体の質感は良いのですが、右にあるグリップ(指あて)をたたいてみるとポコポコとプラスチックの音がして、この箇所だけ違和感があります。
"",違和感,があります,しかしホールド部分が熱を持つことに、少し違和感があります。
"",違和感,があります,があいまって感度を上げないと暗いし色も違和感があります。
"",違和感,があります,でもあの独特の構え方は、いまだに違和感があります。
"",違和感,があります,みなさん書いているようですが、音声に違和感があります。
"",違和感,がありません,光学手振れは良いできです、回転しても違和感がありません。
"",違和感,があります,ただ、液晶のリフレッッシュレートが10コマ/秒程度しかないので動きの速い被写体では違和感があります。
"",違和感,がありますが,2．Ex25を使用した時に少しMFの動作に違和感がありますが他は素晴らしいです。
"",違和感,があるので,3．MFの調整もやり易いのは確かだが、機械式に比べ電子式はヤッパリ少し違和感があるので機能性の評価は4とした。
"",違和感,はない,銀塩(というよりOM)からの乗り換えにも全く違和感はない。
"",違和感,はありません,Pen−Fを使っていたので、全く違和感はありません。
"",違和感,があります,D40やkissDXもとてもよいカメラで、総合的にはE-410より優れていると思います(露出、AF速度、ファインダー、グリップ感)が、私にはあのグリップに違和感があります。
"",違和感,も気になら,ただ慣れればこの違和感も気にならなくなりました。
"",違和感,はありません,その他は、A05・A09・A031・A061などとは異なって、キャノン純正EFレンズと同じピントリングの回転方向(等倍〜無限遠)となっているので、違和感はありません。
"",違和感,がありません,重い・大きいとのことですが、最初に持ったD80との組み合わせなので、持っていて違和感がありません。
"",違和感,がある,ズームリングにムラがあることに少し違和感がある。
"",違和感,がありません,マグネシュームボディになって重量240g増だけが心配でしたが、実機を持った感じは全く違和感がありません。
"",違和感,は有りません,シャッターに違和感は、有りません。
"",違和感,はありません,今までCoolPix4100を使用していたので、大きさなどは違和感はありません。
"",違和感,はありません,ただ、これは至近距離や100m内外の撮影の話で遠景撮影ではそんなに違和感はありません。
"",違和感,がありません,縦、横のグリップ感は今までと違和感がありません。
"",違和感,があります,P5000はSDカードのメモリー実消費量での減数表示方法がとられていると思います．SDカードのメモリー100%消費を考慮すると1ショット−1減表示は私としては違和感があります。
"",違和感,はありません,重量感はニコンらしくたっぷりですが、違和感はありません。
"",違和感,があります,純正レンズと逆回しのズームとフォーカスはちょっと違和感があります。
"",違和感,があり,最初はFX-30で決めていたのですが、上部にあるダイヤル式の機能切り替えがどうも違和感があり脱落。
"",違和感,も感じません,歪曲収差は広角側の近い距離では多少目立ちますが、被写体距離が遠くなると減少してくるのでそれほど不満はありませんし、歪み方が素直なので大して違和感も感じません。
"",違和感,は無いですね,操作系はほとんど同じなので違和感は無いですね。
"",違和感,があります,ただファインダーを覗くのがあたり前の習慣がついているため、液晶画面での撮影は、ちょっと違和感があります。
"",違和感,があります,他社のカメラはそういうことが少ないので違和感があります。
"",違和感,はありません,・標準DA18-55mmとほぼ同じような感覚で初めてでも違和感はありません。
"",違和感,がないと,操作性はきわめてよく、銀塩一眼レフを使った方なら違和感がないと言えます。
"",違和感,はない,持った大きさはPENTAXにしてはやや大きいが、D200から持ち替えるとそれほどの違和感はない。
"",違和感,がありません,フィルムではZ-1を使っており、操作性は全く違和感がありません。
"",違和感,があります,なにより手がなじんでしまい、他機種を持つと違和感があります。
"",違和感,もなく,フォーカス環はオートフォーカス時には回わりますが(レンズ全長から)気になる事は稀ですし、ローレットは鏡筒と同じ金属製の為違和感もなく扱い易い感じがします。
"",違和感,もなく,ただし、皆さんおっしゃってるようにSRのせいなのか焦点合わせてからのタイムラグがやや気になりますが、ストロボ発行禁止にするとそんなに違和感もなく使えます。
"",違和感,はありません,その他は、A05・A09・A031・A061などとは異なって、キャノン純正EFレンズと同じピントリングの回転方向(等倍〜無限遠)となっているので、違和感はありません。
"",違和感,があります,使い始めたばかりですが少し違和感があります。
"",違和感,がある,気になるほどの厚みもなく、外観に違和感があることもないので07年現在でも通用するのではないでしょうか。
"",違和感,のある,△やっぱり違和感のあるSDカード挿入部の蓋___
"",違和感,はありません,留707Siを長い間愛用していたので、操作性ではあまり違和感はありません。
"",違和感,がある,操作性は大変好評なようであるが、E-1の前ダイヤルでプログラムシフト・後ダイヤルで露出補正というオペレーションに馴染んでしまったので、似て非なる留系列(留-7/留-9/留-7Dですべて微妙に違う!!)の操作系には個人的にちょっと違和感がある。
"",違和感,はありませんでした,重量やサイズもEOS-3とほとんど同じで違和感はありませんでした。
"",違和感,がありますが,デジ一眼に慣れてしまって、ISO感度をフィルムで選択しなければならない事や、設定を上部の液晶で行わなければならないのは少し違和感がありますが、必要な機能は全てそろっているし、名機だと思います。
"",違和感,があります,他の方も指摘されているように、直進ズームは少し違和感があります。
"",違和感,はありませんでした,※ホールド感特に違和感はありませんでした。
"",違和感,がある,色もCanonの特徴なのだろうが、私の目には撮影時実際目に見ていた色と撮影した色とは違うと感じられ、ちょっと違和感がある。
"",違和感,がありません,多少重いものの、24mmでは1/2s程度でシャッターを切ることが出来、拡大してもそう手ブレなどの違和感がありません。
"",違和感,はありません,DIGIC竇。の画作りもデジ一で慣れ親しんでいるものなので違和感はありません。
"",違和感,がある,ズームリングの回転方向については少し違和感があるものの、私の撮影スタイルは動きのある被写体をバシャバシャ撮るわけでもないので、方向を間違えたら逆に回せば良いや、の考え方で全然問題無しです。
"",違和感,があります,・結構重いのに、ストラップの取り付けが片側一ヶ所なので、首から下げたときに、かなり違和感があります。
"",違和感,はありません,その他は、A05・A09・A031・A061などとは異なって、キャノン純正EFレンズと同じピントリングの回転方向(等倍〜無限遠)となっているので、違和感はありません。
"",違和感,もなく,機能がたくさんあって、全てを覚えたわけではないのですが、操作に違和感もなく、気軽に使えています。
"",違和感,を持つ,フィルターをつけられるので埃対策にもなりますから、かさばることを気にされない方、ファインダーを覗いた時にアダプターが見えて違和感を持つ方、内蔵ストロボを使用する時に外すのが面倒な方以外にはお勧めします。
"",違和感,はありません,KissDXようにと買い込みましたが、カメラに付けてみるとそれほど大きさの違和感はありません。
"",違和感,はありません,ボディの下部のボタンというのは，使い勝手がどうなんだろうと思いましたけど，違和感はありません。
"",違和感,もありません,30Dからでは何の違和感もありません。
"",違和感,があります,撮影時に本体液晶で見た画像と、家に帰ってみた画像に違和感があります。
"",違和感,はありません,・30Dへ装着した限りでは、重量バランスに違和感はありません。
"",違和感,もなく,操作はキャノンのIXYを持っていたので違和感もなく、むしろIXYよりいろいろな操作がしやすく感じています。
"",違和感,はありません,操作性はここ最近、CANONばかりなので違和感はありません。
"",違和感,もなく,わたしは、銀塩マニュアル一眼レフの30年来のユーザーで、中央部重点測光一本槍でしたので、一点測光には違和感もなく、撮影モードもプログラムAEと、シャッター優先、絞り優先で十分。
"",違和感,があり,最初、レンズがまえにせり出すのに違和感があり、すぐにレンズアダプターを購入。
"",違和感,があります,下を向いて撮る場合、ズームのアップダウンでのリングの重さに差がありすぎて違和感があります
"",違和感,がありません,ミラーアップからダウンまでの画像消失時間が思ったより少なく連続撮影時に違和感がありません。
"",違和感,がある,バッテリーとカードが同居というのも違和感がある。
"",違和感,も感じません,プリントアウトもしてみましたが写真用紙のサイズなら特に違和感も感じません。
"",違和感,があります,再生モードから撮影モードに戻る際も、シャッターボタンで戻るのには違和感があります。
"",違和感,はあります,大きな不満とまでは言いませんが、高い評価が多いことに違和感はあります。
"",違和感,はありません,・操作性はずっと富士なので特に違和感はありません。
"",程度,の良い,私が購入した価格は、程度の良い中古で5万円でしたので、ツァイスのスターコーティングの24-120ミリのレンズだけで見ても5万円以上のパフォーマンスがあると思います。
"",程度,の良い,レンズ一体型のデジカメでこれくらい大きな撮影素子を搭載したものは今後なかなか出ないと思いますので、思い切って程度の良い中古を買いました。
"",程度,で思います,と感じる程度でごく普通だと思います。
"",程度,でありません,従って、静止画とかは試しに撮った程度で、評価できるほど実感はありません。
"",程度,がよければ,中古で程度がよければ、新品の短焦点を我慢するつもりで買ってみて下さい
"",程度,の良い,中古の程度の良いものを探して購入しましたがD200につけた感じちょっと見た目が?ですけれども、描写は満足する物があります。
"",程度,がよければ,MFのニッコールレンズは、中古で激安なので程度がよければ買いですね!?
"",程度,の良い,sofmapで程度の良い中古を先日購入しました。
"",程度,は出来ています,一眼レフって扱いが難しそうだなとビクビクしながら使い始めましたが、説明書も判りやすく、扱いは割と簡単である程度は思い通りの撮影が出来ています。
"",程度,の良い,レンズの保護板が別に当っている訳でも無いのに微かな擦り傷のような線が出るので、新品を探している方は未使用で残しておくので無いなら、程度の良いTC-1を足で探すのが一番かと思います。
"",程度,が良いし,昨年末に30Dから5Dへと買い換えましたが発売から2年以上経過しても最新の機種に全く見劣りしない画が撮れるカメラはそうそう無いのではないかなって思います画素数もこの程度がちょうど良いしAFの精度も高いし撮れる画もレンズの性能を引き出してくれる気がします使い勝手も悪くなくテンポよく撮影できて非常に満足していますあえて注文するならAFのエリアがもう少し広かったら本当によかったんだけど。。。
"",程度,の良い,キットレンズで別売りはしていないようですので、程度の良いものが格安で手に入れば価格以上の満足感は得られますよ。
"",程度,と思います,機能性についてはAFのスピードがUSMに比べ、若干遅い程度と思います。
"",程度,の良い,程度の良いものが中古で出ていれば5D・30Dユーザーは買いですよ♪
"",程度,の良い,(使っていくうちに慣れましたが)現在は新品での購入はちょっと考えられませんけれど、中古で程度の良いものがかなり安く手に入るのでしたら、デジ一眼入門orサブにはオススメでしょう。
"",無い,と思います,最近は手振れ補正の付いたT9が主流のようですがフラッシュを使ったときのささいな違和感さえ気にしなければ手振れをあまり気にすることは無いと思います。
"",無い,と思います,これだけの大きさ・重さのハイエンド機ですから、普及機と同じ基準で語る必要は無いと思います。
"",無い,と思います,いや、これだけ小さくて、720万画素あって、この値段なら文句無いと思います。
"",無い,と思います,海外旅行なら今一番のおすすめレンズと言っても過言では無いと思います。
"",無い,と思います,もう一点評価項目に無い部分で言わせてもらえば付属品のハンディーカムステーションは必要無いと思います。
"",無い,と思います,これだけの所有欲を満たしてくれるカメラもなかなか無いと思います。
"",無い,と思います,動画の品質は、全くの主観ですが、映像・音共にDVカメラ(比較対象はCanonIXYDVM2)には勝てないと思いますが、過酷な環境下で安心して使えるメリットをひっくり返す程の差は無いと思います。
"",無い,と思います,ただ、使用した状況によって変わるかもしれないので優劣がそれで決まるというわけでは無いと思います。
"",無い,と思います,室内の静物、人物撮影でこのコンボにかなうデジカメは無いと思います。
"",無い,と思います,"本日購入(税込28,000円)の為、とる物・景色も限定された範囲での採点ですが買って損は無いと思います。"
"",無い,と思います,この価格で、デジイチで得られる最高品質クラスの画を体験できるのですから、買わない理由は無いと思います。
"",無い,と思います,でも、その分としてホールド感が抜群で、コンパクトデジカメの中では一番良いと言っても言い過ぎでは無いと思います。
"",無い,と思います,買って損は無いと思います。
"",無い,と思います,操作性でマイナスは無いと思います。
"",無い,と思います,これまで、様々なカメラが発売されましたが、フラグシップ以外でここまでの剛性感・操作性のカメラは他に無いと思います。
"",無い,と思います,このSB-600はSB-800に比べていくつかの機能が省略されていますが、近年発売の一眼レフカメラで普通に使用する程度ならば、殆ど不満は無いと思います。
"",無い,と思います,バッテリーの持ちも充分、VRは付いていませんがホールドがしっかり出来るので問題は無いと思います。
"",無い,というか,アラが無いというか、スキが無いというか、最高ですね。
"",無い,というか,アラが無いというか、スキが無いというか、最高ですね。
"",無い,と思います,ただ、携帯に困るという程のレベルでは無いと思います。
"",無い,と思います,デジタル一眼レフカメラ(以下デジイチ)を選択することに面倒な理由づけは必要は無いと思います。
"",無い,と思います,この価格だったら、絶対損は無いと思います。
"",無い,と思います,こんな機種は他には無いと思います。
"",無い,と思います,今回初めてリコーのデジカメを購入しました、メニューや操作感も癖が無く他メーカーからの乗り換えでも、直感的で違和感はあまり無いと思います。
"",無い,と思います,すくなくとも性能的にはDA16-50にしておけばよかったと思うことは無いと思います。
"",無い,と思います,こんな、個性的で楽しいレンズは中々、無いと思います。
"",無い,と思います,色はあっさり系ではありますが純正とさほど差は無いと思います。
"",無い,と思います,他のレンズに比べると、少し大きいと思うのですが、これだけ広角であれば仕方が無いと思います。
"",無い,と思います,(過信にご注意)『携帯性』確かにお世辞にも軽いとは言えませんが、問題になるレベルでは無いと思います。
"",無い,と思います,ピントがずれるとかそういったものは初期不良や故障を除いて撮る物がはっきりしていれば無いと思います。
"",無い,と思います,ただ、この金額でここまでの質感、性能の商品は他には無いと思います。
"",無い,と思います,特に文句は出そうに無いと思いますデザイン・使いやすさ・ホールド感はあまり褒めれたものではないですが、いずれ慣れるでしょう。
"",無い,と思います,室内などの暗い場所、三脚が使えない場所での撮影など、これほどのアドバンテージは無いと思います。
"",無い,と思います,この値段で此れだけのレンズは他には無いと思います。
"",無い,と思います,画を4としたのは他に328ISやシグマ100-300F4を持っているためで400mmズームとしては無問題と思いますし、他の選択肢は現実的に無いと思います。
"",無い,と思います,画質では1Ds系に遅れを取るかもしれませんが、チャンスをモノにするという意味ではこれ以上のカメラは無いと思います。
"",無い,と思います,常時MF可能な点もそうですが、AF速度・性能も不満を感じる事は無いと思います。
"",無い,と思います,携帯性これ1本あれば、旅行先、散歩、室内とどこでも使えるので、1本で済むと考えれば、これほど携帯性の良いものは無いと思います。
"",無い,と思います,他社製品も出てますが、キヤノンユーザーとしては、これ以上のテレコンは無いと思います。
"",無い,と思います,CANONが好きなら買って損は無いと思います。
"",無い,と思います,この機種を選ぶ事は無いと思います
"",無い,と思います,私はこのくらいのサイズや質感が好きなんですが・・一般論としては大きめですよねただ、デザイン的にそんなに収まりの悪い出っ張りがある訳でもないので、引っ掛かったり、邪魔になる事はあまり無いと思います
"",無い,と思います,描写に関しては、望遠系でこれ以上のレンズは無いと思います。
"",無い,と思います,もう少しコンパクトで重さもあと10〜20Gぐらい軽ければ言うことは無いと思います。
"",無い,と思います,総合的に、持ってても損することは無いと思います。
"",無い,という意味では,外見がオモチャっぽいという言い方もできるかもしれませんが、威圧感が無いという意味ではこの点もスナップカメラとしては長所だと思います。
"",無い,と思います,機能性は、高級機種であるなら、ある程度写真をかじった人が買うでしょうから手ぶれ補正などは必要無いと思います。
"",無い,と思います,ハイパー系の操作性と比べての事ですので、決して悪い方では無いと思います。
"",無い,と思います,欠点と言えば、下部にある電源スイッチは誤操作し易そうなのと、すぐにONしにくいのでシャッター付近(KDXのようなタイプ)にあればもっと操作しやすいし誤操作も無いと思います。
"",無い,というか,ただ、撮った写真のメリハリが無いというか、すっきりしないというか、ノイズっぽいというか、圧縮率を高くして戻したような感じというか、画質が好きになれない。
"",無い,と思います,Lレンズだけあって価格は高いですが、表現力で書いてますようにこれだけの写りをしてくれれば、買って損は無いと思います。
"",無い,と思います,今のところキスデジXとEOS-3で使ってますが、AF精度に問題は無いと思います。
"",無い,と思います,これは買って、損は無いと思います。
"",無い,と思います,試し撮りを昨日からしておりますが、ホールド感といいレスポンスの良さといい、1デジに遜色無いと思います(あくまでも主観ですが)。
"",無い,が良い,F30には付加価値的な要素こそ無いがこの価格で最高の性能を手に出来るのは良い。
"",無い,と思います,フラッシュを炊かずに綺麗に撮れるので小さい子供の目への___心配も無いと思います。
"",無い,と思います,SETUPは、別ボタンにする必要は無いと思います。
"",無い,と思います,口コミで書かれているほど差は無いと思います。
"",無い,と思います,通常の撮影では、不満は無いと思います。
"",無い,と思います,質感が上がったとか書かれていますが、すべったら意味が無いと思います。
"",無い,と思います,オートでISO1600撮影すればそこまで手ぶれを気にすることは無いと思います。
"",悪さ,が良い,別の言い方をすれば、画質の悪さが他の良い点を台無しにしています。
"",悪さ,がなります,全体の感想としては、良好ですが操作性の悪さとデジタルズームの画質の悪さが少し気になります。
"",悪さ,になる,外付けのバッテリーがヒモで繋がった姿を想像すれば分かる話だがメリットを相殺する程の携帯性の悪さになる。
"",悪さ,がなる,くさび型のデザインを生かそうと頑張りながら、そこはかとないバランスの悪さが気になるデザインは、かの珍車、スバルアルシーオーネを思わせる。
"",悪さ,にあると,オリンパス機のセールスがいまいちな原因の一つは液晶の悪さにあると思います。
